Nom;Activité;Adresse;Téléphone
Pharmacie Centrale Méru;Pharmacie;Place de l'Hôtel de Ville, 60110 Méru;03 44 22 33 22
Pharmacie de la Nacre;Pharmacie;Avenue de l'Europe, 60110 Méru;03 44 52 33 88
Pharmacie d'Andeville;Pharmacie;Rue de la République, 60570 Andeville;03 44 52 11 33
Institut Océane Méru;Institut de Beauté;Avenue de l'Europe, 60110 Méru;03 44 22 12 34
Salon Création Coiffure;Coiffeur;Rue Roger Salengro, 60110 Méru;03 44 52 78 90
Cordonnerie de la Gare;Cordonnier;Avenue de la Gare, 60110 Méru;03 44 22 56 78
Pressing Méru Pro;Pressing;Rue Maurice Berteaux, 60110 Méru;03 44 22 90 12
Laverie d'Andeville;Pressing;Andeville;03 44 52 34 56
Mercerie Méruvienne;Mercerie;Avenue de l'Europe, 60110 Méru;03 44 22 55 77
Retouche Méru;Couturier;Rue de la République, 60110 Méru;03 44 52 88 44
Antiquités du secteur;Antiquaire;Méru;03 44 22 33 66
Librairie de la Mairie;Librairie;Place de la Mairie, 60110 Méru;03 44 22 22 33
Dépannage Élec Méru;Électricien;60110 Méru;06 11 33 44 55
Chauffagiste Oise Pro;Chauffagiste;60570 Andeville;03 44 52 11 11
Toiture Méru Pro;Couvreur;60110 Méru;03 44 22 11 11
Peintre Méruvien;Peintre;60110 Esches;03 44 22 11 11
Menuiserie du secteur;Menuisier;60110 Amblainville;03 44 52 11 11
Poissonnerie du Marché;Poissonnerie;Place de la République, 60110 Méru;03 44 22 11 11
Taxi d'Andeville;Taxi;60570 Andeville;03 44 52 20 20
Taxi de Bornel;Taxi;60540 Bornel;03 44 08 20 30
Ambulances de l'Oise;Ambulance;60110 Méru;03 44 22 88 88
PFG Andeville;Pompes Funèbres;60570 Andeville;03 44 52 10 10
PFG Bornel;Pompes Funèbres;60540 Bornel;03 44 08 10 11
Café des Sports Andeville;Bar;60570 Andeville;03 44 52 22 11
