Nom;Activité;Adresse;Téléphone
Coiffure de Valliquerville;Coiffeur;60 Rue de la République, 76190 Valliquerville;02 35 56 77 11
Boulangerie de Baons;Boulangerie;40 Rue de la République, 76190 Baons-le-Comte;02 35 95 11 44
Boucherie de Baons;Boucherie;55 Rue de la République, 76190 Baons-le-Comte;02 35 95 55 88
Garage de Baons;Garage Automobile;120 Route de Rouen, 76190 Baons-le-Comte;02 35 95 88 22
Boulangerie d'Allouville;Boulangerie;22 Place du Chêne, 76190 Allouville-Bellefosse;02 35 96 11 22
Auberge du Chêne;Restaurant;Place du Chêne, 76190 Allouville-Bellefosse;02 35 96 55 88
Garage d'Allouville;Garage Automobile;80 Rue de la République, 76190 Allouville-Bellefosse;02 35 96 88 44
Optique Yvetot;Opticien;Rue de la République, 76190 Yvetot;02 35 95 22 55
Pharmacie Centrale Yvetot;Pharmacie;Place de l'Hôtel de Ville, 76190 Yvetot;02 35 95 33 22
Pharmacie de la Gare;Pharmacie;Avenue de la Gare, 76190 Yvetot;02 35 95 33 88
Pharmacie de Ste-Marie;Pharmacie;Rue de la République, 76190 Ste-Marie;02 35 95 11 33
Institut Océane Yvetot;Institut de Beauté;Avenue de la Gare, 76190 Yvetot;02 35 95 12 34
Salon Création Coiffure;Coiffeur;Rue du Château, 76190 Yvetot;02 35 56 78 90
Cordonnerie de la Mairie;Cordonnier;Rue de la République, 76190 Yvetot;02 35 95 56 78
Pressing Yvetot Pro;Pressing;Rue de la République, 76190 Yvetot;02 35 95 90 12
Laverie de Ste-Marie;Pressing;Sainte-Marie-des-Champs;02 35 95 34 56
Mercerie Yvetotaise;Mercerie;Avenue de la Gare, 76190 Yvetot;02 35 95 55 77
Retouche Yvetot;Couturier;Rue de la République, 76190 Yvetot;02 35 95 88 44
Antiquités du secteur;Antiquaire;Yvetot;02 35 95 33 66
Librairie de la Mairie;Librairie;Place de la Mairie, 76190 Yvetot;02 35 95 22 33
Dépannage Élec Yvetot;Électricien;76190 Yvetot;06 11 33 44 55
Chauffagiste Seine Pro;Chauffagiste;76190 Ste-Marie;02 35 95 11 11
Toiture Yvetot Pro;Couvreur;76190 Yvetot;02 35 95 11 11
Peintre Yvetotais;Peintre;76190 Valliquerville;02 35 56 11 11
Menuiserie du secteur;Menuisier;76190 Baons-le-Comte;02 35 95 11 11
Poissonnerie du Marché;Poissonnerie;Place de la République, 76190 Yvetot;02 35 95 11 11
Taxi de Ste-Marie;Taxi;76190 Ste-Marie;02 35 95 20 20
Taxi de Valliquerville;Taxi;76190 Valliquerville;02 35 56 20 30
Ambulances de l'Oise;Ambulance;76190 Yvetot;02 35 95 88 88
PFG Ste-Marie;Pompes Funèbres;76190 Ste-Marie;02 35 95 10 10
PFG Valliquerville;Pompes Funèbres;76190 Valliquerville;02 35 56 10 11
Café des Sports Ste-Marie;Bar;76190 Ste-Marie;02 35 95 22 11
Brasserie de la Mairie Valliquerville;Brasserie;76190 Valliquerville;02 35 56 77 44
Coiffure d'Auzebosc;Coiffeur;76190 Auzebosc;02 35 95 90 12
Boucherie d'Auzebosc;Boucherie;76190 Auzebosc;02 35 95 34 56
