Nom;Activité;Adresse;Téléphone
Institut Beauté Douceur;Institut de Beauté;55 Avenue de la Libération, 54800 Jarny;03 82 33 33 11
Institut Ongle Passion;Institut de Beauté;Place de la Mairie, 54800 Jarny;03 82 20 66 88
Cordonnerie de Jarny;Cordonnier;90 Avenue de la République, 54800 Jarny;03 82 33 66 88
Pressing du Centre;Pressing;Place de la Liberté, 54800 Jarny;03 82 33 99 44
Laverie Jarnysienne;Pressing;Rue Jean Jaurès, 54800 Jarny;03 82 33 11 77
Friterie de la Place;Friterie;Place de la Mairie, 54800 Jarny;03 82 33 44 33
La Frite Lorraine;Friterie;Avenue de la Gare, 54800 Jarny;03 82 20 55 11
Le Café du Commerce;Bar/Café;Place de la Liberté, 54800 Jarny;03 82 33 11 88
Brasserie de la Mairie;Brasserie;Place de l'Hôtel de Ville, 54800 Jarny;03 82 33 99 55
Le Terminus;Bar/Café;Avenue de la Gare, 54800 Jarny;03 82 20 44 66
Menuiserie Jarnysienne;Menuisier;54800 Jarny;03 82 33 77 22
L'Artisan du Bois;Menuisier;54800 Jarny;03 82 20 33 77
Peinture Déco Lorraine;Peintre;54800 Jarny;03 82 20 66 44
Artisan Peintre du secteur;Peintre;54800 Jarny;03 82 33 11 33
Toiture Jarnysienne;Couvreur;54800 Jarny;03 82 20 99 55
Couverture du secteur;Couvreur;54800 Jarny;03 82 33 11 88
Auto-École de la Gare;Auto-école;Avenue de la Gare, 54800 Jarny;03 82 20 44 66
Taxi Jarnysien Pro;Taxi;54800 Jarny;03 82 33 88 88
Ambulances du Bassin;Ambulance;54800 Jarny;03 82 20 77 88
Pompes Funèbres Générales Jarny;Pompes Funèbres;54800 Jarny;03 82 33 10 10
Boulangerie de Conflans;Boulangerie;22 Rue de la République, 54800 Conflans-en-Jarnisy;03 82 33 11 22
Boucherie de Conflans;Boucherie;40 Rue de la République, 54800 Conflans-en-Jarnisy;03 82 33 55 88
Garage de Conflans;Garage Automobile;110 Route de Metz, 54800 Conflans-en-Jarnisy;03 82 33 88 44
Coiffure de Conflans;Coiffeur;55 Rue de la République, 54800 Conflans-en-Jarnisy;03 82 33 33 11
Plomberie de Conflans;Plombier;54800 Conflans;03 82 33 66 55
Friterie de Conflans;Friterie;Place de la Mairie, 54800 Conflans;03 82 33 44 99
Boulangerie de Labry;Boulangerie;30 Rue de la République, 54800 Labry;03 82 33 11 33
Garage de Labry;Garage Automobile;90 Avenue de la Libération, 54800 Labry;03 82 33 88 22
Coiffure de Labry;Coiffeur;60 Rue de la République, 54800 Labry;03 82 33 77 11
Boucherie de Labry;Boucherie;45 Rue de la République, 54800 Labry;03 82 33 55 66
Boulangerie de Giraumont;Boulangerie;40 Rue de la République, 54780 Giraumont;03 82 33 11 44
Boucherie de Giraumont;Boucherie;55 Rue de la République, 54780 Giraumont;03 82 33 55 88
Garage de Giraumont;Garage Automobile;120 Route de Briey, 54780 Giraumont;03 82 33 88 22
Coiffure de Giraumont;Coiffeur;70 Rue de la République, 54780 Giraumont;03 82 33 33 99
Boulangerie de Doncourt;Boulangerie;22 Rue de la République, 54800 Doncourt-lès-Conflans;03 82 33 11 22
Garage de Doncourt;Garage Automobile;80 Rue de la République, 54800 Doncourt-lès-Conflans;03 82 33 88 44
Boulangerie de Friauville;Boulangerie;30 Rue Principale, 54800 Friauville;03 82 33 11 66
Garage de Friauville;Garage Automobile;50 Rue Principale, 54800 Friauville;03 82 33 88 11
Optique Jarnysien;Opticien;Avenue de la République, 54800 Jarny;03 82 33 22 55
Pharmacie Centrale Jarny;Pharmacie;Place de la Liberté, 54800 Jarny;03 82 33 33 22
Pharmacie de la Gare;Pharmacie;Avenue de la Gare, 54800 Jarny;03 82 20 33 88
Pharmacie de Conflans;Pharmacie;Rue de la République, 54800 Conflans;03 82 33 11 33
Institut Océane Jarny;Institut de Beauté;Avenue de la Libération, 54800 Jarny;03 82 33 12 34
Salon Création Coiffure;Coiffeur;Rue Jean Jaurès, 54800 Jarny;03 82 20 78 90
Cordonnerie de la Mairie;Cordonnier;Place de la Mairie, 54800 Jarny;03 82 33 56 78
Pressing Jarny Pro;Pressing;Avenue de la République, 54800 Jarny;03 82 33 90 12
Laverie de Conflans;Pressing;Conflans;03 82 33 34 56
