Nom;Activité;Adresse;Téléphone
Salon de la Rianderie;Coiffeur;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 88 55
Institut Beauté Marcquoise;Institut de Beauté;55 Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 33 11
Institut Ongle Passion Marcq;Institut de Beauté;Place du Croisé, 59700 Marcq-en-Barœul;03 20 72 66 88
Bien-être à la Rianderie;Institut de Beauté;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 99 44
Cordonnerie de la Rianderie;Cordonnier;90 Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 66 88
Cordonnerie Foch;Cordonnier;Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 11 22
Pressing Foch;Pressing;18 Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 99 44
Pressing du Croisé;Pressing;Place du Croisé-Laroche, 59700 Marcq-en-Barœul;03 20 72 11 77
Laverie de la Rianderie;Pressing;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 66 44
Friterie Marcquoise;Friterie;Place du Croisé-Laroche, 59700 Marcq-en-Barœul;03 20 72 44 33
La Frite Foch;Friterie;Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 55 11
Friterie de la Rianderie;Friterie;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 22 99
Le Café du Croisé;Bar/Café;Place du Croisé-Laroche, 59700 Marcq-en-Barœul;03 20 72 11 88
Brasserie de l'Hippodrome;Brasserie;Boulevard Clemenceau, 59700 Marcq-en-Barœul;03 20 72 99 55
Le Terminus Marcquois;Bar/Café;Rue de la République, 59700 Marcq-en-Barœul;03 20 72 44 66
Brasserie de la Rianderie;Brasserie;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 77 22
Café des Sports Marcq;Bar/Café;Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 33 77
Restaurant Le Relais Marcquois;Restaurant;Avenue de la Marne, 59700 Marcq-en-Barœul;03 20 72 66 44
Menuiserie Marcquoise;Menuisier;59700 Marcq-en-Barœul;03 20 72 77 22
L'Artisan du Bois Marcq;Menuisier;59700 Marcq-en-Barœul;03 20 72 33 77
Peinture Déco Marcq;Peintre;59700 Marcq-en-Barœul;03 20 72 66 44
Artisan Peintre Barœul;Peintre;59700 Marcq-en-Barœul;03 20 72 11 33
Toiture Marcquoise;Couvreur;59700 Marcq-en-Barœul;03 20 72 99 55
Couverture du Croisé;Couvreur;59700 Marcq-en-Barœul;03 20 72 11 88
Auto-École de la Rianderie;Auto-école;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 44 66
Auto-École du Croisé;Auto-école;Place du Croisé, 59700 Marcq-en-Barœul;03 20 72 11 22
Taxi Marcquois;Taxi;59700 Marcq-en-Barœul;03 20 72 88 88
Taxi de la Marne;Taxi;59700 Marcq-en-Barœul;06 11 22 33 44
Ambulances Marcquoises;Ambulance;59700 Marcq-en-Barœul;03 20 72 77 88
Pompes Funèbres Marcquoises;Pompes Funèbres;59700 Marcq-en-Barœul;03 20 72 10 10
Librairie du Croisé;Librairie Indépendante;Place du Croisé-Laroche, 59700 Marcq-en-Barœul;03 20 72 22 33
Mercerie de Marcq;Mercerie;Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 55 77
Retouche Express Marcq;Couturier;Avenue de la Marne, 59700 Marcq-en-Barœul;03 20 72 88 44
Antiquités de la Marne;Antiquaire;Avenue de la Marne, 59700 Marcq-en-Barœul;03 20 72 33 66
Optique Marcquoise;Opticien;Place du Croisé-Laroche, 59700 Marcq-en-Barœul;03 20 72 22 55
Pharmacie du Croisé;Pharmacie;Avenue de la Marne, 59700 Marcq-en-Barœul;03 20 72 33 22
Pharmacie Foch;Pharmacie;Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 33 88
Pharmacie de la Rianderie;Pharmacie;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 11 33
Boulangerie Pellevoisin;Boulangerie;Quartier Pellevoisin, 59700 Marcq-en-Barœul;03 20 72 12 34
Le Fournil des Buissonnets;Boulangerie;Quartier Buissonnets, 59700 Marcq-en-Barœul;03 20 72 56 78
Boucherie de Saint-Vincent;Boucherie;Quartier Saint-Vincent, 59700 Marcq-en-Barœul;03 20 72 90 12
Boucherie du Pont;Boucherie;Quartier du Pont, 59700 Marcq-en-Barœul;03 20 72 34 56
Fleurs et Senteurs Marcq;Fleuriste;Rue de la République, 59700 Marcq-en-Barœul;03 20 72 78 90
Buissonnets Floral;Fleuriste;Quartier Buissonnets, 59700 Marcq-en-Barœul;03 20 72 12 34
Garage de l'Hippodrome;Garage Automobile;Boulevard Clemenceau, 59700 Marcq-en-Barœul;03 20 72 56 78
Rianderie Pneus;Garage Automobile;Rue de la Rianderie, 59700 Marcq-en-Barœul;03 20 72 90 12
Coiffure Tendance Marcq;Coiffeur;Avenue Foch, 59700 Marcq-en-Barœul;03 20 72 34 56
Salon Création Marcq;Coiffeur;Place du Croisé-Laroche, 59700 Marcq-en-Barœul;03 20 72 78 90
Institut Océane Marcq;Institut de Beauté;Avenue de la Marne, 59700 Marcq-en-Barœul;03 20 72 12 34
Cordonnerie du Quesne;Cordonnier;Rue de l'Abbé Bonpain, 59700 Marcq-en-Barœul;03 20 72 56 78
Pressing Marcq Pro;Pressing;Place du Croisé, 59700 Marcq-en-Barœul;03 20 72 90 12
Laverie du Bourg;Pressing;Quartier du Bourg, 59700 Marcq-en-Barœul;03 20 72 34 56
