Nom;Activité;Adresse;Téléphone
Boucherie de Laigneville;Boucherie;55 Rue de la République, 60290 Laigneville;03 44 71 55 88
Garage de Laigneville;Garage Automobile;120 Route de Creil, 60290 Laigneville;03 44 71 88 22
Coiffure de Laigneville;Coiffeur;70 Rue de la République, 60290 Laigneville;03 44 71 33 99
Boulangerie de Rieux;Boulangerie;22 Rue Principale, 60870 Rieux;03 44 74 11 22
Garage de Rieux;Garage Automobile;80 Rue Principale, 60870 Rieux;03 44 74 88 44
Boulangerie de Verneuil;Boulangerie;30 Rue de la République, 60550 Verneuil-en-Halatte;03 44 25 11 66
Garage de Verneuil;Garage Automobile;50 Rue de la République, 60550 Verneuil-en-Halatte;03 44 25 88 11
Optique Nogentais;Opticien;Rue Jean Jaurès, 60180 Nogent-sur-Oise;03 44 71 22 55
Pharmacie Centrale Nogent;Pharmacie;Place de la Mairie, 60180 Nogent-sur-Oise;03 44 71 33 22
Pharmacie de Villers;Pharmacie;Rue Aristide Briand, 60870 Villers-Saint-Paul;03 44 74 33 88
Pharmacie de Laigneville;Pharmacie;Rue de la République, 60290 Laigneville;03 44 71 11 33
Institut Océane Nogent;Institut de Beauté;Avenue de l'Europe, 60180 Nogent-sur-Oise;03 44 71 12 34
Salon Création Coiffure;Coiffeur;Rue Jean Jaurès, 60180 Nogent-sur-Oise;03 44 71 78 90
Cordonnerie de la Mairie;Cordonnier;Rue Jean Jaurès, 60180 Nogent-sur-Oise;03 44 71 56 78
Pressing Nogent Pro;Pressing;Rue Jean Jaurès, 60180 Nogent-sur-Oise;03 44 71 90 12
Laverie de Villers;Pressing;Villers-Saint-Paul;03 44 74 34 56
Mercerie Nogentaise;Mercerie;Avenue de l'Europe, 60180 Nogent-sur-Oise;03 44 71 55 77
Retouche Nogent;Couturier;Rue du Général de Gaulle, 60180 Nogent-sur-Oise;03 44 71 88 44
Antiquités du secteur;Antiquaire;Nogent-sur-Oise;03 44 71 33 66
Librairie de la Mairie;Librairie;Place de la Mairie, 60180 Nogent-sur-Oise;03 44 71 22 33
Dépannage Élec Nogent;Électricien;60180 Nogent-sur-Oise;06 11 33 44 55
Chauffagiste Aisne Pro;Chauffagiste;60870 Villers-Saint-Paul;03 44 74 11 11
Toiture Nogent Pro;Couvreur;60180 Nogent-sur-Oise;03 44 71 11 11
Peintre Nogentais;Peintre;60290 Monchy;03 44 71 11 11
Menuiserie du secteur;Menuisier;60550 Verneuil;03 44 25 11 11
Poissonnerie du Marché;Poissonnerie;Place de la Mairie, 60180 Nogent-sur-Oise;03 44 71 11 11
Taxi de Villers;Taxi;60870 Villers-Saint-Paul;03 44 74 20 20
Taxi de Laigneville;Taxi;60290 Laigneville;03 44 71 20 30
Ambulances de l'Oise;Ambulance;60180 Nogent-sur-Oise;03 44 71 88 88
PFG Villers-Saint-Paul;Pompes Funèbres;60870 Villers-Saint-Paul;03 44 74 10 10
PFG Laigneville;Pompes Funèbres;60290 Laigneville;03 44 71 10 11
Café des Sports Villers;Bar;60870 Villers-Saint-Paul;03 44 74 22 11
Brasserie de la Mairie Laigneville;Brasserie;60290 Laigneville;03 44 71 77 44
